Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
47.82,100.55,3.25,27.47,1,0.7642,0.2202,418.87,6,1.0
51.16,81.73,1.21,65.34,1,0.1111,0.1472,389.44,9,
42.51,105.05,1.94,75.2,2,-1.4133,0.051,541.95,3,
40.94,104.52,6.88,7.74,6,1.6958,0.3357,386.9,6,0.0
64.99,90.27,10.76,28.92,2,0.645,0.1356,465.93,16,1.0
32.27,112.91,3.55,62.84,5,0.479,0.326,667.28,26,1.0
39.46,106.63,1.43,60.05,2,-1.613,0.2097,519.98,17,0.0
64.8,164.27,5.48,88.69,4,0.9003,0.3071,462.72,3,1.0
56.41,81.97,5.1,64.93,3,2.9299,0.6223,420.48,23,1.0
46.75,126.66,12.0,20.43,3,-0.7962,0.0507,388.54,26,1.0
62.47,82.95,1.68,78.19,4,1.8889,0.1944,264.39,15,0.0
54.47,110.55,8.5,95.82,5,0.8842,0.3222,361.02,20,1.0
52.33,48.01,5.55,65.06,3,-0.3559,0.5416,530.43,1,1.0
52.26,89.75,9.16,46.59,5,-1.3768,0.5967,460.71,29,0.0
54.65,109.44,0.54,80.88,4,0.0301,0.2071,579.83,45,1.0
55.06,104.8,8.78,45.67,3,1.4722,0.22,471.55,46,0.0
71.96,59.9,3.24,15.14,1,-1.4877,0.1493,614.18,14,0.0
48.05,91.76,7.45,8.18,0,1.1705,0.2432,695.25,26,1.0
48.36,129.53,1.39,39.74,5,1.34,0.1192,552.9,16,0.0
37.63,120.58,2.14,71.03,2,-2.7908,0.5899,434.37,42,1.0
49.48,119.21,2.68,69.53,1,0.276,0.283,539.6,29,1.0
68.63,147.04,3.99,53.18,3,0.2046,0.6642,435.51,24,1.0
59.84,65.1,3.57,43.77,1,-0.8057,0.1977,651.07,49,0.0
44.56,92.11,1.35,66.14,1,-1.3903,0.3951,623.24,22,1.0
50.3,100.62,11.7,96.0,2,1.5133,0.1531,667.3,38,0.0
37.04,85.38,14.45,28.9,4,-0.5808,0.1865,626.17,0,0.0
40.31,102.5,1.35,56.08,4,-0.0671,0.3426,629.06,14,1.0
51.49,126.02,2.48,84.5,1,-0.732,0.4598,537.45,29,1.0
45.06,102.21,8.17,25.97,0,-0.2372,0.2394,438.12,31,0.0
39.55,55.92,7.63,25.93,3,0.4271,0.1132,408.73,34,1.0
54.9,113.54,18.18,88.21,1,-0.3156,0.1401,379.29,45,1.0
49.18,99.7,14.72,96.17,1,-0.1165,0.0741,487.66,45,0.0
34.32,56.41,10.4,68.47,6,0.2145,0.4152,582.21,39,1.0
29.25,87.69,4.42,64.45,3,0.0533,0.1006,341.36,8,0.0
44.3,65.29,2.06,52.65,1,1.0894,0.0803,522.61,30,
34.12,94.24,3.7,78.13,4,0.3675,0.247,361.35,8,
31.31,89.92,7.37,96.55,0,0.5881,0.0674,445.44,26,0.0
61.29,69.5,0.55,38.32,2,-0.4735,0.3193,628.47,43,0.0
49.02,105.02,6.07,29.21,2,-0.7634,0.1343,652.67,28,1.0
47.35,78.35,11.32,97.34,3,-0.2662,0.1592,498.3,5,0.0
48.12,126.48,1.18,50.63,1,-0.1496,0.4189,548.13,33,1.0
38.62,103.36,8.34,17.42,2,1.2533,0.2387,533.42,18,
54.11,94.78,11.07,88.11,10,-0.1318,0.1084,713.9,24,0.0
48.69,125.08,0.35,10.47,5,0.1064,0.4311,434.98,40,1.0
42.43,105.2,15.85,51.81,4,2.2106,0.1714,639.25,28,1.0
43.92,106.93,3.49,75.87,4,-2.2124,0.1711,543.65,29,0.0
37.73,98.7,3.06,87.92,6,0.439,0.1522,500.37,35,0.0
45.94,93.73,4.61,8.21,2,-0.349,0.5168,398.33,12,1.0
47.6,108.08,1.2,67.82,3,-0.4527,0.2106,580.74,31,1.0
45.68,130.48,5.45,80.79,7,0.7103,0.0138,490.73,37,1.0
50.55,31.61,8.27,62.36,6,-1.0286,0.0898,384.95,31,0.0
49.21,137.37,1.95,25.61,3,2.1771,0.0254,648.87,5,0.0
52.31,79.84,1.48,68.06,4,0.5355,0.2783,469.85,36,0.0
59.43,103.85,12.33,90.56,1,0.2893,0.2753,317.99,44,1.0
55.93,65.66,3.15,92.9,4,1.1839,0.0386,408.9,33,1.0
59.55,129.83,4.96,71.17,1,-1.4114,0.398,465.78,7,0.0
41.52,72.34,9.67,22.69,2,-1.5216,0.4074,439.97,18,0.0
44.91,122.45,6.31,22.07,1,1.0057,0.096,496.16,42,1.0
56.54,95.18,1.94,36.42,1,0.227,0.332,432.96,38,
56.71,96.75,0.1,18.92,6,-0.1982,0.2322,441.0,18,1.0
43.21,74.82,3.16,23.52,2,-0.8783,0.0653,267.56,14,0.0
56.12,124.38,1.43,22.15,3,-1.3065,0.5968,472.48,19,1.0
40.56,97.05,2.72,10.11,0,-0.1056,0.4573,382.74,17,1.0
54.81,114.35,3.07,52.9,3,0.9072,0.2988,407.79,44,1.0
49.74,58.67,10.04,27.79,5,0.1967,0.1676,581.94,12,0.0
36.16,82.18,7.28,99.45,4,1.0513,0.1774,415.74,42,1.0
45.66,105.01,1.09,41.93,0,0.5142,0.1221,444.17,14,1.0
71.82,68.44,1.9,63.58,2,0.0845,0.2111,390.93,22,0.0
52.03,107.23,4.38,94.99,2,-1.0514,0.2802,562.87,8,0.0
73.0,86.76,4.17,79.54,3,0.2324,0.2905,581.21,40,0.0
35.56,84.45,3.94,81.36,3,1.212,0.1704,524.43,3,
57.51,110.25,15.21,93.72,4,-0.8482,0.5132,355.09,32,0.0
24.66,103.42,5.9,84.67,4,-0.6268,0.3137,372.99,9,0.0
50.0,77.52,0.51,89.28,5,-1.3605,0.5795,483.62,29,1.0
56.31,122.46,14.11,91.18,2,0.2402,0.4208,447.99,27,1.0
58.38,110.11,3.11,49.39,2,-0.9993,0.3678,392.07,22,
42.01,59.71,4.34,16.01,2,-0.1619,0.475,638.07,4,
60.39,93.94,8.56,83.15,6,-0.8638,0.4296,552.61,22,1.0
44.66,107.46,1.2,84.21,2,-0.4197,0.0303,427.57,1,1.0
48.36,97.78,3.59,58.09,2,-0.5305,0.0251,604.64,36,0.0
45.67,33.53,9.81,77.98,6,-0.1798,0.2026,383.43,13,1.0
38.64,101.27,6.67,91.34,2,-0.1691,0.2846,515.24,34,0.0
65.7,115.15,2.16,53.3,5,2.7018,0.1045,504.61,13,
50.48,98.37,4.45,52.86,1,0.1724,0.2626,661.42,26,1.0
60.87,101.11,0.04,90.51,2,-0.8187,0.2752,442.77,32,1.0
60.45,120.4,0.24,54.43,4,-0.6221,0.0982,381.29,21,0.0
40.32,68.32,0.6,81.86,1,-0.8397,0.5375,530.94,41,1.0
62.16,114.73,5.93,83.09,7,0.643,0.4468,448.96,18,0.0
55.03,106.79,4.84,31.89,2,0.0539,0.3008,373.45,21,1.0
39.59,67.53,12.39,99.75,1,0.1624,0.408,483.63,4,
54.49,113.95,6.16,83.98,2,1.085,0.4347,486.84,16,1.0
39.77,136.12,2.73,73.39,3,0.0333,0.304,578.33,11,
66.06,106.68,10.08,38.61,1,0.3501,0.1036,524.74,2,
58.14,111.09,0.22,16.66,3,0.3775,0.4314,502.93,6,
49.29,78.69,0.05,34.09,2,0.0359,0.2634,475.65,42,0.0
62.65,87.63,1.44,8.95,1,-0.4976,0.205,438.67,3,1.0
34.18,79.64,0.68,86.62,5,0.0434,0.1165,567.94,40,0.0
42.51,107.92,1.58,76.49,4,1.362,0.2088,501.86,45,0.0
47.48,89.64,1.82,24.0,3,-1.5357,0.1363,446.43,5,1.0
72.36,88.41,3.04,20.29,3,1.4306,0.2254,488.19,10,0.0
39.3,114.07,4.72,24.96,6,0.0437,0.3984,438.22,13,1.0
32.93,133.39,2.17,41.74,3,-0.5399,0.2646,607.4,25,0.0
35.56,98.25,17.09,48.87,2,0.2604,0.834,517.6,18,0.0
59.06,68.5,3.9,8.3,2,1.2691,0.2793,477.19,19,1.0
44.06,100.8,10.45,7.64,2,-0.7209,0.0175,575.76,11,1.0
48.41,103.83,8.11,34.92,9,0.4279,0.1478,332.84,18,0.0
57.63,116.63,0.25,63.06,4,0.7757,0.1856,475.88,2,1.0
48.42,93.53,3.19,68.35,1,-0.2872,0.2936,530.22,40,0.0
52.04,117.62,8.21,67.85,3,1.333,0.2251,599.75,23,0.0
55.35,114.55,11.86,52.17,2,-0.0063,0.1931,383.11,33,0.0
45.69,94.04,5.01,95.74,1,-1.8717,0.1738,560.07,18,0.0
48.34,116.41,13.44,75.7,5,-0.6794,0.0985,469.9,12,1.0
52.42,118.6,5.44,48.7,3,-0.0395,0.4634,613.62,12,0.0
58.68,78.18,1.17,46.58,1,-1.0057,0.2554,456.53,17,0.0
42.08,119.21,4.09,54.02,4,-0.1248,0.1124,737.49,18,0.0
19.79,97.6,7.05,34.19,2,0.4991,0.0656,381.74,29,1.0
56.8,95.05,5.49,89.87,4,-1.8133,0.3601,454.74,38,0.0
59.28,97.84,0.44,51.79,5,0.6241,0.1913,700.59,18,0.0
52.0,124.82,1.35,64.63,2,0.0553,0.1995,362.09,13,0.0
52.68,124.77,5.82,21.79,1,-1.1178,0.6635,435.64,2,0.0
44.36,109.53,3.76,26.67,1,0.8222,0.3418,610.22,39,1.0
55.0,105.39,0.16,93.14,3,-0.5586,0.3061,496.99,0,1.0
58.53,97.91,6.7,5.32,2,-0.4697,0.2027,595.51,29,1.0
50.56,153.97,0.41,34.1,2,0.5414,0.2135,699.39,46,0.0
74.91,86.3,1.02,49.57,2,-0.642,0.4329,491.06,0,1.0
34.36,91.06,11.74,33.36,2,1.2648,0.1579,538.01,10,1.0
51.63,106.05,1.89,36.75,0,-1.14,0.2281,636.51,41,0.0
38.26,81.87,0.17,99.83,2,-0.0706,0.3074,482.3,4,1.0
58.8,120.98,0.09,58.17,1,0.7129,0.4648,603.99,25,1.0
34.19,70.57,13.71,51.88,3,0.2715,0.2161,536.55,33,1.0
36.66,85.72,2.33,42.3,3,1.7581,0.1207,568.45,36,
43.67,91.97,4.85,77.72,2,0.249,0.24,651.07,27,0.0
52.66,79.91,2.67,72.27,3,1.4483,0.1894,486.08,43,0.0
44.05,120.82,1.2,64.43,6,-0.9045,0.2402,186.33,36,0.0
44.15,73.7,10.51,17.48,0,-1.1318,0.1115,521.57,39,1.0
48.19,80.74,14.94,11.88,2,0.0097,0.5317,424.26,11,1.0
47.58,86.46,22.05,49.13,4,0.0108,0.3247,596.5,7,1.0
64.87,116.86,0.21,79.92,0,2.0343,0.3494,494.59,48,
56.86,129.05,0.26,6.99,6,1.2273,0.1155,813.34,46,0.0
46.75,110.45,9.76,89.76,2,-0.7508,0.1741,438.72,41,1.0
70.97,73.73,0.97,84.97,2,-0.5446,0.665,488.52,38,1.0
54.92,87.6,4.12,20.6,4,0.422,0.3415,359.66,10,0.0
40.31,131.44,4.34,41.16,2,-0.3288,0.184,503.38,28,0.0
52.57,100.58,5.42,6.18,4,0.3343,0.1584,456.1,26,1.0
55.36,71.08,0.19,4.62,2,-0.2704,0.2411,348.47,30,0.0
43.12,143.88,1.85,41.64,1,-0.7421,0.4744,506.98,41,0.0
39.47,88.6,3.61,32.68,3,0.4584,0.4044,399.21,29,
50.86,98.57,0.96,80.58,3,-0.1049,0.2547,571.03,32,0.0
46.4,86.31,14.41,27.26,4,1.6777,0.5357,545.6,18,0.0
64.79,80.89,8.83,78.11,1,0.1576,0.1267,493.04,10,0.0
57.41,125.92,0.75,30.53,3,0.19,0.3594,371.64,9,1.0
43.59,103.92,5.56,55.29,3,0.0209,0.4023,292.23,19,1.0
54.26,106.31,2.64,85.42,1,-0.1128,0.062,605.33,27,1.0
62.67,74.41,1.87,16.38,1,0.7562,0.6395,480.89,35,1.0
36.06,94.01,1.72,34.94,4,0.3611,0.1167,398.91,4,0.0
39.77,87.56,5.43,72.5,4,0.1346,0.3465,346.09,14,0.0
49.89,83.49,11.69,20.96,1,-0.8099,0.4983,484.6,1,1.0
50.36,109.35,9.05,6.98,3,-1.3392,0.4847,551.44,23,1.0
49.48,93.24,2.15,97.9,4,1.6438,0.2285,453.1,18,1.0
46.89,113.85,6.15,34.62,2,-0.1771,0.6151,445.61,45,0.0
46.74,114.41,3.75,87.86,4,0.3835,0.301,374.3,32,1.0
53.84,91.3,2.9,22.06,4,-1.5761,0.0682,543.88,6,0.0
61.34,109.08,1.76,53.0,2,-2.0099,0.4231,579.53,2,0.0
45.19,90.76,0.42,86.8,7,1.3295,0.1403,563.35,22,0.0
74.38,84.24,1.07,6.2,2,1.2117,0.2837,441.75,11,1.0
69.61,78.79,4.18,75.38,1,-0.0833,0.4176,483.63,26,0.0
63.29,101.72,6.52,13.26,5,-0.814,0.3233,452.38,3,1.0
56.22,85.16,0.19,22.81,2,-0.399,0.1203,444.18,1,0.0
70.08,127.56,2.38,35.53,2,-0.6888,0.2028,394.63,30,0.0
47.1,132.52,0.91,29.58,6,0.1058,0.3155,475.74,30,0.0
41.67,109.5,4.61,37.35,3,0.2379,0.1599,650.94,2,
44.74,104.87,10.0,69.53,1,-0.4898,0.2268,582.79,26,1.0
39.97,100.37,13.27,24.38,2,-0.2091,0.4517,515.43,27,0.0
51.22,147.47,10.82,61.32,2,-0.3351,0.2298,402.35,32,1.0
53.0,139.25,10.29,59.5,2,2.32,0.1924,353.05,3,0.0
52.01,95.91,4.59,24.23,3,-1.9484,0.6833,543.83,6,1.0
49.88,96.02,1.39,7.97,0,1.0379,0.6638,451.45,8,0.0
51.33,106.54,6.87,25.09,3,0.9975,0.2889,686.16,45,0.0
67.36,76.41,6.45,64.99,1,1.0009,0.2553,582.81,14,0.0
56.2,64.0,0.91,25.45,2,-1.2454,0.4127,583.0,5,0.0
59.23,73.24,1.08,21.29,6,0.5773,0.2084,463.38,14,1.0
51.91,93.97,0.58,93.69,4,0.5621,0.4539,554.41,3,1.0
33.84,81.1,3.45,95.86,3,-0.2296,0.4788,668.92,36,1.0
31.86,129.1,1.94,39.94,4,-0.7471,0.2695,388.24,8,
70.83,70.61,11.52,77.72,3,-0.666,0.0908,390.5,18,1.0
44.68,73.29,0.19,7.18,1,0.6556,0.2032,474.76,22,0.0
43.83,63.31,1.96,90.47,1,0.0541,0.0314,439.91,18,
52.46,87.09,10.44,34.59,3,1.597,0.0978,529.54,21,0.0
55.5,92.03,34.51,76.6,0,-2.4867,0.2138,554.59,39,0.0
56.77,98.41,6.42,65.58,1,-0.1305,0.3223,363.12,25,1.0
67.74,99.3,11.55,40.3,5,0.1476,0.2234,515.77,48,0.0
65.01,87.56,0.08,7.67,2,1.1099,0.1381,488.97,34,0.0
41.89,78.95,7.39,61.55,3,1.8871,0.2607,492.28,38,1.0
59.69,108.38,3.1,7.2,3,-0.3842,0.3886,426.82,31,0.0
46.16,82.01,5.86,95.94,5,0.053,0.1032,434.68,39,0.0
48.62,115.62,2.81,42.88,3,0.098,0.3278,387.98,11,1.0
39.06,70.35,4.21,29.1,6,-1.6842,0.2351,464.04,26,1.0
33.07,85.04,1.51,20.83,4,1.3209,0.34,449.46,41,1.0
49.68,140.84,4.27,7.44,5,0.3124,0.109,558.72,13,1.0
40.44,143.57,1.72,70.82,0,-0.5458,0.3302,633.91,30,0.0
59.28,72.78,1.64,99.06,5,1.1594,0.432,681.5,48,1.0
47.19,124.15,1.98,45.91,2,0.7743,0.1405,480.68,39,1.0
53.09,132.27,1.12,70.46,4,-1.3094,0.0789,331.03,42,1.0
63.68,121.26,1.26,48.45,4,-0.8152,0.1367,693.07,29,0.0
35.15,98.66,13.41,40.47,4,-0.8882,0.3689,455.38,27,1.0
42.75,61.4,3.03,36.27,5,-0.6756,0.1073,154.2,29,1.0
51.81,101.69,4.76,89.49,3,0.5295,0.4633,540.25,20,1.0
53.13,108.23,4.24,76.04,1,0.3404,0.1506,305.12,29,0.0
61.03,104.77,1.54,85.88,3,0.1753,0.3765,490.59,9,1.0
58.67,109.54,0.0,9.65,4,-0.9245,0.0361,461.99,36,1.0
50.97,83.76,0.55,36.22,5,-0.0276,0.2893,373.86,45,1.0
53.03,90.32,8.88,20.86,2,-0.9747,0.2799,579.84,21,0.0
53.31,52.12,0.58,17.12,4,-0.7885,0.4355,435.77,46,0.0
35.3,117.8,1.16,88.18,2,-0.3477,0.1469,551.1,19,
48.44,82.05,12.2,88.91,3,-0.3894,0.2075,490.26,17,1.0
52.48,95.02,8.25,57.19,4,-0.91,0.5149,603.57,40,0.0
54.59,105.06,0.27,25.93,0,0.8385,0.326,439.36,48,1.0
40.76,88.79,5.16,97.48,6,-0.8858,0.3679,401.4,30,0.0
37.31,78.55,3.63,10.98,4,-0.4362,0.1892,542.17,1,1.0
47.65,105.12,2.27,77.67,3,0.0718,0.2973,558.56,23,1.0
69.67,64.33,3.44,32.89,1,0.2825,0.2335,521.44,7,1.0
41.81,115.34,0.82,40.27,3,2.0745,0.5411,500.25,8,0.0
61.74,113.21,15.48,80.08,6,0.0485,0.1981,652.58,0,1.0
65.85,89.01,0.94,3.62,2,1.1821,0.4423,640.9,4,1.0
50.45,90.12,1.03,46.86,3,-0.5551,0.4302,627.11,29,1.0
43.2,80.24,2.3,41.0,0,-1.2419,0.19,514.52,36,1.0
55.13,92.36,1.2,26.23,2,-0.0524,0.352,554.85,17,
51.95,95.98,1.88,96.34,3,-0.548,0.1517,441.85,30,1.0
41.41,93.63,0.2,49.74,8,1.0488,0.0597,627.98,22,1.0
43.41,128.97,4.76,43.46,2,-1.5169,0.161,344.36,8,1.0
54.54,65.02,1.38,68.94,4,1.1979,0.1385,569.25,35,
59.33,81.84,17.7,74.35,2,0.7687,0.0836,538.23,19,0.0
46.77,114.63,0.61,26.25,2,1.5072,0.1289,430.33,45,1.0
49.31,141.1,0.4,30.31,0,-0.1199,0.435,619.82,6,1.0
56.69,82.72,0.96,3.79,2,-1.4217,0.4106,573.13,31,0.0
48.28,120.24,3.91,99.19,7,-0.3654,0.1083,577.29,37,0.0
47.01,77.0,6.88,0.02,0,0.0871,0.1135,387.13,35,1.0
42.45,92.21,4.09,47.99,2,-0.2878,0.2752,446.52,40,0.0
42.27,100.2,9.84,44.49,3,1.1925,0.2846,500.81,41,0.0
76.69,86.19,4.5,80.47,5,-0.1535,0.4165,622.67,31,1.0
48.04,91.62,0.75,6.94,1,-1.0816,0.3621,590.47,49,1.0
63.65,72.73,1.03,31.15,5,-1.2157,0.1448,523.36,35,0.0
66.84,113.49,2.21,72.22,5,0.2154,0.5865,397.2,26,0.0
48.16,82.04,12.63,97.94,1,1.4074,0.3652,322.84,33,1.0
53.68,86.72,3.08,99.62,5,1.6678,0.0634,431.1,44,1.0
51.02,84.36,10.36,18.0,6,-0.9137,0.3977,423.72,9,0.0
33.88,85.42,0.39,7.16,2,-1.7398,0.4685,672.22,30,0.0
34.48,102.89,5.8,49.21,4,-2.133,0.2015,515.14,46,0.0
50.49,101.25,3.15,3.54,4,0.5868,0.101,429.66,37,1.0
45.75,150.37,0.95,46.97,0,-1.797,0.517,387.22,5,0.0
68.92,95.1,0.43,94.47,1,-0.5499,0.2266,520.51,22,1.0
47.63,97.99,1.89,84.21,4,0.9246,0.0183,452.6,30,1.0
69.51,126.74,8.59,4.59,1,0.6068,0.2258,506.84,31,0.0
45.24,104.5,5.12,2.21,3,-0.4575,0.212,523.85,13,1.0
69.12,98.03,3.1,41.93,2,0.0438,0.18,350.17,20,0.0
55.06,97.33,9.34,11.07,6,0.1427,0.4615,345.22,46,0.0
55.63,103.88,1.0,37.01,1,-1.0482,0.1162,495.3,17,
44.88,119.5,1.64,69.82,1,0.7549,0.87,491.37,42,0.0
55.77,126.91,4.04,33.57,4,0.4608,0.0597,469.2,4,1.0
66.93,120.63,4.45,36.5,5,-1.0084,0.3541,605.06,15,0.0
48.55,109.34,1.94,7.97,1,-0.4511,0.2285,477.68,5,
46.61,104.22,3.51,90.4,2,0.5775,0.1928,653.54,38,0.0
47.53,140.76,0.64,82.63,2,-0.6396,0.2556,516.2,49,0.0
66.2,90.51,0.06,37.68,5,-0.2327,0.1325,400.52,45,0.0
58.55,113.96,11.77,55.71,0,-0.113,0.2087,391.78,28,0.0
64.48,123.48,2.91,49.31,5,0.092,0.3829,417.06,9,0.0
53.14,120.89,1.31,21.59,4,1.1123,0.1669,550.33,17,1.0
50.39,84.75,2.0,23.05,2,0.0362,0.5827,571.71,9,1.0
54.24,156.3,3.65,49.94,2,0.2993,0.2325,545.85,44,0.0
60.7,133.41,14.64,42.35,3,0.7233,0.3484,473.29,28,
47.53,121.2,6.38,40.59,2,-0.6684,0.251,467.42,44,1.0
63.69,79.87,14.8,83.74,0,0.3065,0.1969,495.62,36,0.0
53.66,119.6,0.59,2.34,4,1.8423,0.5092,380.23,43,1.0
25.94,53.77,0.98,96.12,2,0.5184,0.3684,351.7,23,0.0
58.83,95.36,2.26,79.16,4,0.5475,0.3744,562.0,2,1.0
37.28,102.13,1.4,89.49,4,0.6846,0.3566,553.66,1,0.0
58.59,91.02,15.74,64.78,1,-1.1876,0.1668,457.66,1,0.0
59.02,131.67,0.94,28.4,1,0.5672,0.0586,437.8,32,0.0
53.3,102.08,0.93,52.16,3,-0.3219,0.2854,576.27,33,0.0
55.44,80.78,3.34,44.62,0,0.1524,0.7332,418.1,13,0.0
60.99,115.06,5.97,17.71,2,-0.2369,0.2134,500.0,29,1.0
45.04,107.97,2.38,97.81,4,-0.5959,0.2657,678.26,27,1.0
57.93,64.94,0.22,30.21,3,-0.9218,0.3352,531.75,37,0.0
61.63,126.76,7.26,4.18,3,0.7146,0.2136,515.95,28,0.0
67.6,102.03,14.54,48.85,5,-1.3928,0.0639,487.29,23,1.0
38.94,119.71,8.32,10.74,2,-0.149,0.1793,513.75,10,1.0
54.09,108.21,9.17,82.76,5,-0.2348,0.2524,493.28,48,0.0
40.39,93.26,9.42,3.31,5,-1.0483,0.1531,468.52,18,1.0
39.96,108.48,7.13,5.11,1,0.5297,0.1639,658.57,5,
53.59,97.98,8.18,79.02,3,-0.6175,0.1161,567.46,27,1.0
50.77,105.82,0.4,12.7,2,1.7054,0.3199,497.21,22,0.0
61.45,112.03,0.28,56.34,2,-0.1617,0.3737,674.19,32,0.0
46.54,102.94,0.39,62.48,2,0.0329,0.759,347.56,3,0.0
48.66,109.3,4.48,99.51,3,0.1425,0.5524,449.32,45,0.0
52.12,92.56,1.38,25.44,3,-0.9141,0.1781,443.37,4,0.0
41.38,88.57,0.14,29.59,3,-0.9841,0.3301,390.43,39,0.0
42.77,115.5,0.4,6.59,4,-0.7134,0.4825,376.73,10,1.0
61.16,129.0,0.35,5.03,2,0.0426,0.4487,423.0,39,1.0
44.51,89.65,4.94,40.94,4,-1.7676,0.0778,504.42,31,0.0
61.82,106.3,0.77,65.87,2,-0.5825,0.1434,572.08,37,0.0
56.07,71.82,9.35,66.21,4,0.4774,0.1351,595.81,43,
34.52,136.09,24.57,77.67,6,0.7062,0.1454,505.1,16,0.0
55.3,122.92,2.91,53.98,3,1.8972,0.2119,470.51,12,1.0
55.22,88.32,3.86,79.33,6,1.3552,0.1256,434.78,19,1.0
54.23,92.94,1.5,18.04,2,0.037,0.5236,522.31,19,
48.58,124.19,5.33,63.41,3,-2.0105,0.2461,465.53,20,1.0
40.6,103.52,12.33,77.83,3,0.7063,0.1942,456.83,1,0.0
63.46,112.66,1.0,57.1,6,-0.0013,0.4819,469.79,15,0.0
48.98,80.28,15.31,72.38,1,0.507,0.143,457.65,13,1.0
41.17,111.54,1.25,14.16,2,0.0776,0.2227,508.1,23,0.0
54.57,97.03,1.55,44.3,3,0.4273,0.4283,626.2,37,1.0
42.57,105.98,12.13,85.13,2,0.7741,0.249,375.71,33,1.0
40.51,92.05,4.5,31.79,5,1.2348,0.2409,501.98,23,
46.25,95.78,0.16,89.9,5,0.9516,0.4645,402.64,6,1.0
43.35,102.08,8.12,98.8,7,2.2856,0.4168,528.32,24,0.0
40.88,88.3,5.14,13.94,3,0.8581,0.1635,520.84,11,1.0
58.06,145.37,6.79,14.76,3,0.649,0.2191,404.7,32,0.0
48.86,78.9,0.88,37.49,4,-0.185,0.0412,403.17,25,1.0
62.52,110.0,10.32,56.3,3,0.2421,0.2183,540.06,40,0.0
41.45,106.05,7.64,76.29,2,-0.9971,0.2632,600.69,44,0.0
32.72,115.22,15.78,6.74,2,-0.2122,0.1182,473.21,4,1.0
51.49,49.99,2.63,78.16,3,-0.8838,0.5645,547.24,3,0.0
68.56,66.26,3.65,16.35,2,0.8023,0.367,522.94,15,1.0
55.31,89.03,6.05,8.5,2,-0.5428,0.0987,356.1,32,0.0
82.15,118.4,0.55,60.28,2,0.3305,0.0511,578.27,29,1.0
53.32,94.72,1.18,7.72,3,-1.2915,0.3182,519.85,43,1.0
52.36,93.9,1.7,7.31,1,1.6312,0.5184,483.19,15,1.0
28.45,100.32,14.51,61.76,1,-0.318,0.6152,553.82,43,1.0
54.28,83.18,0.01,69.88,3,-1.4928,0.2405,525.42,26,0.0
51.69,109.4,25.55,91.93,5,0.5407,0.3476,531.39,32,1.0
45.93,103.84,2.52,95.75,3,-0.8278,0.3747,533.88,11,1.0
48.63,110.05,5.22,47.7,1,1.3138,0.2184,460.64,24,0.0
49.32,130.32,2.64,64.39,4,-0.5718,0.1761,488.75,38,
48.2,95.4,7.66,77.81,2,0.3184,0.3706,614.34,15,1.0
70.9,102.2,15.04,92.31,2,0.4729,0.3485,471.12,38,1.0
46.29,80.29,2.97,2.21,3,-0.9787,0.2228,492.05,10,1.0
51.69,74.95,0.99,21.81,1,-0.2328,0.146,364.08,28,0.0
45.96,99.85,1.26,52.44,5,-0.5467,0.3908,525.66,11,1.0
57.83,102.06,1.54,23.17,6,0.3896,0.6144,411.85,46,
51.77,113.79,1.25,51.68,2,0.3105,0.234,500.3,21,0.0
47.2,111.51,0.07,67.91,0,0.1535,0.4896,516.19,38,0.0
30.74,105.09,9.9,76.96,2,1.4188,0.4121,661.35,24,1.0
52.43,133.7,5.71,83.59,2,1.1298,0.6841,514.24,20,1.0
46.9,93.76,3.63,99.46,2,-1.5968,0.2373,546.42,21,1.0
49.39,96.21,0.79,87.96,2,-0.2321,0.1402,518.16,29,0.0
38.18,105.66,0.21,34.74,1,1.5661,0.3422,436.6,20,0.0
64.33,76.32,2.43,29.05,4,-0.4998,0.1959,630.18,0,0.0
58.57,113.76,0.03,30.19,1,0.0198,0.3446,627.27,21,
64.31,101.43,0.29,9.21,3,1.535,0.0996,534.16,16,0.0
61.47,101.8,0.38,66.3,4,0.4526,0.0601,501.06,42,1.0
55.92,110.86,8.46,1.06,4,-0.9774,0.2777,487.0,43,0.0
38.58,107.52,6.48,29.25,1,-0.5881,0.2115,449.77,42,0.0
68.43,108.22,1.85,76.71,4,0.1711,0.4559,402.88,33,1.0
40.72,92.21,1.81,46.92,2,-0.4481,0.2677,597.6,8,0.0
47.32,131.39,2.11,41.29,5,0.2715,0.5249,333.47,22,1.0
57.07,70.76,4.17,78.61,4,0.4506,0.2249,482.52,14,1.0
57.57,86.29,9.84,40.24,1,1.088,0.329,223.67,29,1.0
55.72,88.95,3.24,47.36,5,-1.2063,0.3698,612.1,31,0.0
46.0,85.59,0.8,49.35,2,0.4449,0.4526,508.66,13,0.0
43.93,65.07,0.86,50.61,3,-0.4888,0.1462,400.75,2,
75.35,132.88,0.29,10.15,2,0.245,0.3019,483.32,49,0.0
49.61,112.85,6.74,52.81,1,-0.0165,0.208,460.59,35,1.0
48.38,87.37,2.55,38.7,3,-0.5304,0.3674,576.86,43,0.0
42.86,113.94,12.51,89.97,3,0.4407,0.2092,480.1,21,
52.45,96.79,1.86,1.25,1,0.0499,0.0295,617.21,11,1.0
51.98,94.18,8.01,51.64,4,0.3439,0.1169,376.65,38,1.0
